Name,Comment,Rating,
itmaster,"First off, I need to post a disclaimer -     I love OG's.  Any OG.  Now, moving on, why do I love Og's?  First, the flavor is great.  It isnt too fruity or piny - it is a great mix of the two and has no bad aftertaste, unless you burn it horribly and continue to smoke it. That's obvious though.    If you need help falling asleep, eating, laughing, or relaxing after work, pickup an OG.  It will always take care of you.  ",4,og-kush
xavier_32,"This is THE california strain. That lucsious, earthy, hoppy, pine smell is where it's at. The high is somewhat mellow, but not too relaxing, and it makes for some goooood times. I don't think it's possible to smoke OG Kush without getting a smile on your face. This is a must try if you haven't before.",5,og-kush
cannasaurus83,"My conspiracy about OG, cause you know there are tons of rumors; its all about land strains and OG is the best of the best. I am aware there are many phenos but I believe ultimately OG is the case of exceptional breeding of the best Columbian Sativa and the best Afghani Indica. In some cases it might mexican sativa any case its primo equator bud aka Sativa cross with an Indica from The Kush mountains (afghan, paki, thai, himalaya. I hope that clears some smoke. OG is the best Cannabis has to offer. A true wonder of sight, smell, and taste. The Fragrant Cane! ",5,og-kush
DoctorCybin,"I enjoyed the very distinctive flavor. if you enjoy the earthier tasting bud, this will be a treat. The euphoria crept up on me, and when it hit... ahhh... true relaxation... stresses faded away.",5,og-kush
fuckweasel148,"Holy shit, most intense cannabis high I've ever had. Very enjoyable, very intense high but with no anxiety present at all! May very well be my favorite hybrid strain...hell, it might be my favorite strain of weed just in general.",5,og-kush
DaddyGreenthumb,"OG is a phenominal strain. I'm a Combat Vet with PTSD and physical injuries, and I stand firm with this younger, but certainly not lesser, Kush strain. I sleep better, I'm not so depressed or anxious, which is nice considering I have a large family. They can always tell if I haven't (smoked) taken my medicine. My rehabilitation through the last 15 years has almost definitely been accelerated, and enhanced by this flower. My pain is so much better I can't feel it at all on most days, and my PTSD is manageable to a point that I have caught my wife's attention again, I'm being more social, and my 5 girls feel like they have their daddy back. I don't get the munchies that bad, but smoking 3 times a day, pretty well coincides with meal times and what's nice is I don't lose the effects after eating, however, a straight gorge session will leave you full, bloated, and sleepy. Thumbs high! ",5,og-kush
bobross559,_Ÿ˜ê_Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜±_Ÿ˜±_Ÿ˜œ_Ÿ˜œ_Ÿ˜ƒ_Ÿ˜„_Ÿ˜Œ_Ÿ˜´_Ÿ˜´_Ÿ˜´ that is what happend when i smoked this strain,5,og-kush
NJDeb,"I find OG Kush to be REALLY strong. First, couple times I used it, I just smoked it straight. Just one small nugget in a pipe, about 5 good hits and I was stoned for a good 2-3 hours instantly, but I'm fairly &quot;light weight&quot; when it comes to weed.   So, then I used it to make bud butter. (Boil water in a pot on the stove, put a glass bowl over the top of the pot face up. Put one stick of butter to every 3-4 grams of ground up weed into the glass bowl. Cook for at least 1/2 hour) I used the whole batch of bud butter to make 2 dozen chocolate chip cookies. I ate ONE cookie (plus licked the beaters after mixing) and I was seriously stoned for over 6 hours!   Ditching my pipe for good! Why smoke and fuck up my lungs and throat when I can consume and get MUCH higher?? ",4,og-kush
tripdog,"I am reviewing the outdoor version of this flower, obtained from 61eleven dispensary, the drive-thru collective in San Diego.    The appearance is a medium green with few visible brown/tan pistils. Trichome coverage to the naked eye is very light, but under a loupe they are more apparent. The smell is a prototypical earthy, spiced, kush-type smell. Smell-wise it is nowhere near as pungent as some of the indoor OG Kush I've had.    If I'm honest it doesn't have much &quot;bag appeal&quot; at all, but the &quot;taste&quot; and &quot;effects&quot; departments are where this bud REALLY shines.     This specimen when smoked, has a robust, flavorful and smooth smoke. It finishes very clean with almost no aftertaste. It's quite honestly one of the best tasting Kush's I've sampled to date.    What this particular OG Kush lacks in &quot;bag appeal&quot; it makes up for big time in the effects department. First, it is an extremely uplifting high that could be compared to that of a Sativa, but without any paranoia or racing thoughts. The effects are always predictable, a happy enjoyable high that is long lasting without being too &quot;couchy&quot; or demotivating. It does finish with a pretty heavy burn out so I can't fully recommend it for a daytime smoke.     ",5,og-kush
ahmadnurmohammad,It is he most relaxing anti depression pill you can smoke and is one of the greatest medicine I have ever tried ,5,og-kush
hoobear,"This one's a classic for good reasons. It will completely wipe out stress and leave you rather dazed and definitely euphoric. If you have depression or worry excessively, this may be just what you're looking for. I love the taste and the quick hitting effects. Make sure to try this cannabis star.",5,og-kush
tessalippy,Feeling good on this strain even on a lil nug. Helping me mellow out on this 7 hour trip from Pennsylvania to Tennessee so I like it a lot._Ÿ‘ç,5,og-kush
KindGodess420,"Not all that impressed with this Az grow....&quot;toooo many strains, not enough time&quot;...no significant pain/stress relief for my chronic conditions, headbuzz missing. May be good for newbies and lower tolerance patients however.... on to BLUE HAZE for this 'ol stoner hippie chick_Ÿ˜ç  Be Well CannaFriendsâœŒ_Ÿ_€",3,og-kush
rockandrollem,"OG Kush packs a quick wakeup feeling and is probably why it's so popular. It has a piney beginning and a light, sweet, tangy ending. This strain takes you _Ÿ_€ to a really focused, thinking mode. Easy on the lungs; not prone to cough.",4,og-kush
Moose7,Hadn't been sleeping well. And did one bong hit before bed.  Good body and head buzz that kept me awake for 30 minutes.  Then slept right through to the morning alarm.  Fitbit says that's the first time in a month!,5,og-kush
woody69,OG Kush is the best for relieving stress and anxiety. Also helps with pain.,0,og-kush
vitaman,"This is the second time I have had it. Liked it the first time. This time, it was certified at over 24%. This is 1 toke stuff. One would have been enough, but 2 was perfect for what I needed. Very relaxed but not heavy. To me, this stuff feels more indica than the description above. GREAT FOR PAIN, and I had a very nice sleep afterwards. Love this one.",4,og-kush
cvmw,"what i love about this strain is that it removes me from my pain ,(i still  feel it ,but its far away and not as important ) puts me in a wonderful mood ,allows me to work and focus and absolutly no paranoia (and i tend towards paranoia).",4,og-kush
BluPrizm,"OG Kush x Bubba Kush: OG Bubba Kush  Type: Indica Dominant Hybrid     Wow! I think I just found my new best friend. The aroma absolutely permeated the air. The flowers are beautiful and dense. On the porch with a left-hander after dinner: The smoke was thick and robust. No problems going down and no coughing. That's always a plus. I took 3 or 4 hits and realized I was high. The god damn I feel good high! The stress of the day just melted away and I was able to let my mind follow it's own path. Nice strain. If you have the opportunity, give this one a try.     ",4,og-kush
jackflash,This O G Kush is very potent and may be to strong for some inexperienced  smokers. It has a wonderful taste and aroma.It has been manicured and slow cured and I'm really impressed to see such loving care given to each bud. It's nice to see that there are people that  still take the extra time it takes to manicure and slowly cure their buds and should be proud. I am a chronic pain patient and this bud is a great pain killer. O G Kush is a &quot;must have&quot; and should not be passed up. This is a real treat.,4,og-kush
LegitLogic,"Apparently got ahold of some very very very nicely grown OG Kush and I truly have to say this stuff is insanely amazing. Amazing balance between Head and Body it totally hits yu both ways, amazing for Migraines, Stress, Pain &amp; Spasms. A definite must try especially if it looks as crazy as my batch did.",5,og-kush
amanda.drinsinger,"Grown well, this is a great bowl to smoke.....the smell takes me to the redwoods mushroom hunting in early fall......with my beautiful mushroom hunting stoner partner in crime......sigh &lt;3.....it makes me melt into good feelings. What a great batch I got this time.",5,og-kush
jacksonmr,"A great strain. Hits really quickly and very hard, super energetic at first and then sinks down into a very  relaxed high. Body feels heavy towards the end, as the high ended I started to get a killer headache, even though I was well hydrated,  maybe I herbed a bit too much. Still a good strain though.",4,og-kush
